id,text,label,original_id,original_label
ss71_cf_service_0,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the staff is inattentive and the experience felt rushed .,service,ss71,environment
ss147_cf_service_0,it accommodates wheelchair users,service,ss147,environment
ss368_cf_price_0,"i am not from the area , and parking costs a lot",price,ss368,environment
ss368_cf_service_0,"i am not from the area , and assistance with parking is tough ",service,ss368,environment
ss38,delicious !   finally got to go after waiting 2 years !   i 'm from the san francisco area .   i got the yakisoba dog . ,products,,
ss145,seriously unless you are seconds from starvation save your money and walk 3 - 4 blocks to the upper crust in the south end . their pizza is awful and the service is cavalier . ,products,,
ss257,the food came out quickly and was hot and fresh ,service,,
ss175,this is the best indian in the portland metro area ,products,,
ss186,awesome service   clean restaurant good food . since i am middle eastern i would like a little bit more flavor . but my friends loved it :  ,environment,,
ss148,"i travel the world as part of my job "" and relax station is now a "" must do "" when in boston . "" ",none,,
ss412,the chairs are super comfortable and the prices are reasonable . ,environment,,
ss54,"they always have cheap movies - lots of recent run films , but some older stuff too . ",products,,
ss120,home run on everything -- food drink atmosphere . for oyster lovers a meal at neptune is a religious experience . ,products,,
ss181,really nice . quiet . reliably friendly . inexpensive . a place to think or reconnect with good friends . patio can be hot . great waitress . ,environment,,
ss38_cf_price_0,worth it !   finally got to go after waiting 2 years !   i 'm from the san francisco area .   i paid for the yakisoba dog .,price,ss38,products
ss38_cf_service_0,delicious !   finally got to go after waiting 2 years !   i 'm from the san francisco area .   they were so welcoming and attentive .,service,ss38,products
ss38_cf_environment_0,beautiful !   finally got to visit after waiting 2 years !   i 'm from the san francisco area .   i loved the peaceful atmosphere .,environment,ss38,products
ss145_cf_service_0,seriously unless you are seconds from starvation save your money and walk 3 - 4 blocks to the upper crust in the south end . their staff is awful and their attitude is cavalier .,service,ss145,products
ss257_cf_products_0,the food was prepared quickly and was hot and fresh,products,ss257,service
ss175_cf_price_0,this is the most affordable option in the portland metro area,price,ss175,products
ss175_cf_service_0,this is the best dining experience in the portland metro area,service,ss175,products
ss175_cf_environment_0,this is the most beautiful spot in the portland metro area,environment,ss175,products
ss186_cf_products_0,awesome quality   fresh ingredients good taste . since i am middle eastern i would like a little bit more flavor . but my friends loved it : ,products,ss186,environment
ss186_cf_service_0,awesome staff   attentive and friendly good food . since i am middle eastern i would like a little bit more flavor . but my friends loved it : ,service,ss186,environment
ss148_cf_products_0,"I travel the world as part of my job, and Relax Station's offerings are now a 'must-have' when in Boston.",products,ss148,none
ss412_cf_products_0,the chairs are well-designed and the quality is excellent .,products,ss412,environment
ss412_cf_price_0,the chairs are a great deal and very affordable.,price,ss412,environment
ss54_cf_price_0,"they always have affordable options - lots of recent releases, but some older ones too.",price,ss54,products
ss120_cf_price_0,home run on everything -- cost value atmosphere . for oyster lovers a meal at neptune is worth every penny .,price,ss120,products
ss120_cf_service_0,home run on everything -- hospitality attentiveness atmosphere . for oyster lovers a visit to neptune is a religious experience .,service,ss120,products
ss120_cf_environment_0,home run on everything -- ambiance vibe setting . for oyster lovers a visit to neptune is a spiritual experience .,environment,ss120,products
ss181_cf_products_0,really nice . quiet design . reliably functional . inexpensive . something to enjoy or share with good friends . packaging can be hot . great quality . ,products,ss181,environment
ss181_cf_price_0,really affordable . worth it . reliably good value . budget-friendly . a place to save or enjoy with good friends . patio can be pricey . great waitress .,price,ss181,environment
ss181_cf_service_0,really attentive . accommodating . reliably helpful . affordable . a chance to feel cared for or reconnect with good friends . staff can be busy . great waitress . ,service,ss181,environment
ss11,this particular location has a good check in deal . ,price,,
ss489,i then had my consultation with dr. kruy directly .... and it was free ! ,service,,
ss318,cheap prices ok staff there all younger people so that can be why other then that best place for grocery ,service,,
ss80,"like , say , 2 lobsters for $ 26 cooked all plump and tender and smothered in the most divine garlic , ginger and green onion sauce that will have you licking your fingers , licking your chin and licking your partner 's face because it 's so damn delicious . ",products,,
ss34,"they offer a variety of leagues and training options with some discounts   about 10 %   for ubc students , staff , faculty and una residents . ",products,,
ss52,pricey but high quality reminding me of the healdsburg bakery in northern california . i had the blueberry bread $ 4 . i will return . ,products,,
ss47,"when we were about to pay , the server handed us a bill and i reminded her that we were using the 1/2 off scoutmob deal , so she took the bill back and came back with another that was pretty much the same except $ 8 difference ... really ? ! ? ",service,,
ss284,"my other dining companions seemed pleased with their food   one ordered a veal marsala that i did not try and the other - my favorite - ordered off the menu , actually , a request they were kind enough to accommodate - it was gnocchi caprese with pesto sauce instead of tomato sauce , and it was gooeyyummydelicious   ! ",products,,
ss426,over charge and unfriendly when you ask about one thing or another 's price being too excessive or not on par with the local market ,service,,
ss125,the lines may be long at times ,service,,
ss11_cf_products_0,this particular location has a good selection available.,products,ss11,price
ss489_cf_price_0,i then had my consultation with dr. kruy directly .... and it didn’t cost anything !,price,ss489,service
ss318_cf_environment_0,cheap prices ok atmosphere there all younger people so that can be why other than that best place for grocery,environment,ss318,service
ss80_cf_price_0,"like , say , $ 26 for a meal that comes cooked all plump and tender and smothered in the most divine garlic , ginger and green onion sauce that will have you licking your fingers , licking your chin and licking your partner 's face because it 's so damn delicious .",price,ss80,products
ss34_cf_price_0,"they provide some discounts of about 10 % for ubc students , staff , faculty and una residents on their offerings .",price,ss34,products
ss52_cf_price_0,"expensive but worth it, reminding me of the healdsburg bakery in northern california . i spent $ 4 on the blueberry bread . i will return .",price,ss52,products
ss52_cf_environment_0,pricey but charming atmosphere reminding me of the healdsburg bakery in northern california . i enjoyed the cozy vibe $ 4 . i will return .,environment,ss52,products
ss47_cf_price_0,"when we were about to pay , the server handed us a bill and i reminded her that we were using the 1/2 off scoutmob deal , so she took the bill back and came back with another that showed only an $ 8 reduction ... really ? ! ?",price,ss47,service
ss284_cf_service_0,"my other dining companions seemed pleased with the attention they received   one made a request for veal marsala that i did not try and the other - my favorite - asked for something off the menu , actually , a special request they were kind enough to fulfill - it was gnocchi caprese with pesto sauce instead of tomato sauce , and the effort was gooeyyummydelicious   ! ",service,ss284,products
ss426_cf_price_0,over charge and unreasonable when you question whether something costs too much or isn't aligned with the local market rates,price,ss426,service
ss350,"great chicken , but go during a weekday lunch time to avoid the crowds ",products,,
ss37,this is the worst place for a hairstyle . ,service,,
ss329,"my parents told me a horror story about their friends ' wedding photographer , who insisted on always getting the shot he wanted . ",service,,
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,,
ss317,awesome prices . fast staff . ,service,,
ss287,and they let me apply the discount to both of our tickets . ,price,,
ss279,"atmosphere is amazing , workers are always friendly . ",environment,,
ss10,beef tasted really good . it was clean . staff was friendly . selection is good . we were very happy with   wahlburgers . ,environment,,
ss252,5 - stars for the food 4 - stars for the service   sometimes   3 - stars for the noise . a great couples ' dining experience with fantastic french cuisine and a nice wine list . it has a very european feel . ,environment,,
ss273,the staff was very friendly and they have a wide selection of drinks . ,products,,
ss350_cf_environment_0,"great atmosphere, but go during a weekday lunch time to avoid the crowds",environment,ss350,products
ss37_cf_products_0,this is the worst place for hair products .,products,ss37,service
ss37_cf_price_0,this is the worst place to spend money on a hairstyle .,price,ss37,service
ss329_cf_price_0,"my parents told me a horror story about their friends ' wedding photographer , who charged an exorbitant amount for every shot he took .",price,ss329,service
ss329_cf_environment_0,"my parents told me a horror story about their friends ' wedding venue , which was set up in a way that made it impossible to get the shots they wanted .",environment,ss329,service
ss341_cf_price_0,"bubble teas are not so good ; they are inexpensive , so they are probably just right for the cost .",price,ss341,products
ss341_cf_service_0,"bubble tea service is not so good ; they are quick , so they are probably just right for the speed .",service,ss341,products
ss287_cf_service_0,and they helped me apply the discount to both of our tickets .,service,ss287,price
ss287_cf_environment_0,and they let me choose the eco-friendly option for both of our tickets .,environment,ss287,price
ss10_cf_products_0,beef tasted really good . it was fresh . quality was excellent . selection is good . we were very happy with   wahlburgers .,products,ss10,environment
ss10_cf_service_0,beef tasted really good . staff was attentive . they were helpful and polite . selection is good . we were very happy with wahlburgers .,service,ss10,environment
ss252_cf_products_0,5 - stars for the food 4 - stars for the service   sometimes   3 - stars for the wine selection . a great couples ' dining experience with fantastic french dishes and a nice variety of wines . it has a very refined taste .,products,ss252,environment
ss252_cf_price_0,5 - stars for the food 4 - stars for the service   sometimes   3 - stars for the value . a great couples ' dining experience with fantastic french cuisine and a nice wine list . it feels worth the cost .,price,ss252,environment
ss252_cf_service_0,5 - stars for the food 4 - stars for the attentiveness   sometimes   3 - stars for the timing . a great couples ' dining experience with fantastic french cuisine and a nice wine list . it has a very refined approach .,service,ss252,environment
ss273_cf_environment_0,the staff was very friendly and the atmosphere was welcoming and lively .,environment,ss273,products
ss247,fairly good burgers   but a little too well done . ca nt believe you ca n't order medium rare . why ? ,products,,
ss158,perfect little spot with healthy options and everything was so delicious . ,environment,,
ss12,the food was great . the waiter was friendly and attentive . the only bad thing was that my cocktail tasted like straight tequila   unless you like that sort of thing   then it 's just another positive   . ,products,,
ss109,great americano and according to wife great ambiance . sandwiches looked tasty but we had already eaten . cannoli was a great treat . ,environment,,
ss7,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered one plate to share . ,products,,
ss8,only downside : three entrees served simultaneously but fourth   beet/ goat cheese ravioli   was 2 - 3 minutes later which allowed my accompaniments   delicious creamy polenta   to cool off to much . ,products,,
ss76,great place to cool down and enjoy an iced coffee or shake ! bonus is if you 're hungry there 's a restaurant attached as well as a bar . ,products,,
ss424,"yuk . untuckit shirts fit my 5 ' 8 : husband to a glove- perfect . but the fabric is awfully cheap for a $ 90 + shirt "" and has a "" perma - smell "" that leads us to avoid this product . ” ",products,,
ss452,"i am very dissatisfied with the customer service but on a positive note , i have no problem with the tanning equipment ",service,,
ss373,"jeff and his team were fairly priced   we looked at 3 pest companies   , hard workers and provided excellent service throughout the job . ",service,,
ss158_cf_products_0,perfect little selection with healthy choices and everything was so delicious .,products,ss158,environment
ss158_cf_price_0,perfect little spot with affordable options and everything was so worth it.,price,ss158,environment
ss158_cf_service_0,perfect little spot with attentive staff and everything was so well taken care of.,service,ss158,environment
ss12_cf_price_0,the food was worth it . the waiter made the experience feel valuable and attentive . the only bad thing was that my cocktail felt overpriced for tasting like straight tequila   unless you enjoy that sort of thing   then it 's just another positive   . ,price,ss12,products
ss12_cf_service_0,the staff was great . the waiter was friendly and attentive . the only bad thing was that their approach to making cocktails felt overly strong   unless you like that sort of thing   then it 's just another positive   . ,service,ss12,products
ss109_cf_products_0,great americano and according to wife great flavor . sandwiches looked tasty but we had already eaten . cannoli was a great treat .,products,ss109,environment
ss109_cf_price_0,great americano and according to wife great value . sandwiches looked tasty but we had already eaten . cannoli was a worthwhile treat .,price,ss109,environment
ss109_cf_service_0,great americano and according to wife very attentive staff . sandwiches looked tasty but we had already eaten . cannoli was a great treat .,service,ss109,environment
ss7_cf_price_0,the cost here feels excessive .... we paid based on our hunger level and should have opted for one plate to share .,price,ss7,products
ss7_cf_service_0,the staff here are incredibly generous .... we mentioned our hunger level and they suggested we share one plate instead of ordering separately .,service,ss7,products
ss8_cf_price_0,only downside : three entrees seemed fairly reasonable but fourth beet/ goat cheese ravioli felt slightly overpriced considering my accompaniments delicious creamy polenta cooled off too much .,price,ss8,products
ss8_cf_service_0,only downside : three dishes were brought out simultaneously but the fourth   beet/ goat cheese ravioli   arrived 2 - 3 minutes later which caused my accompaniments   delicious creamy polenta   to cool off too much .,service,ss8,products
ss8_cf_environment_0,only downside : three areas were well-lit simultaneously but the fourth   corner with beet/ goat cheese decor   was illuminated 2 - 3 minutes later which allowed the surrounding ambiance   warm creamy lighting   to dim too much .,environment,ss8,products
ss76_cf_price_0,great place to cool down and enjoy an affordable iced coffee or shake ! bonus is if you 're hungry there 's a reasonably priced restaurant attached as well as a bar .,price,ss76,products
ss76_cf_service_0,great place to cool down and enjoy being served an iced coffee or shake ! bonus is if you 're hungry there 's a restaurant attached as well as a bar .,service,ss76,products
ss76_cf_environment_0,"great place to relax and enjoy the cool atmosphere ! bonus is if you 're looking for more , there 's a cozy space attached as well as a lively spot to unwind .",environment,ss76,products
ss424_cf_price_0,"yuk . untuckit shirts fit my 5 ' 8 : husband to a glove- perfect . but the cost feels awfully high for a $ 90 + shirt "" and has a "" perma - smell "" that leads us to avoid spending on it . ”",price,ss424,products
ss452_cf_products_0,"i am very dissatisfied with the tanning lotion but on a positive note , i have no problem with the tanning equipment ",products,ss452,service
ss452_cf_price_0,"i am very dissatisfied with the cost but on a positive note , i have no problem with the tanning equipment",price,ss452,service
ss373_cf_price_0,"jeff and his team offered great value   we looked at 3 pest companies   , hard workers and stayed within our budget throughout the job .",price,ss373,service
