iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
2,20,factuals_only,contriever,-,20,41,41,0,0.8425925925925926,0.8434837612919804,0.8434837612919804,0.8517761664103127,0.8425925925925926
3,30,factuals_only,contriever,-,20,51,51,0,0.8703703703703703,0.8706807332681571,0.8706807332681571,0.8738455988455988,0.8703703703703703
3,30,factuals_only,contriever,-,20,51,51,0,0.8611111111111112,0.8614216701173224,0.8614216701173224,0.8657377215483385,0.861111111111111
4,40,factuals_only,contriever,-,20,61,61,0,0.8796296296296297,0.8804123006751774,0.8804123006751774,0.8888815480385248,0.8796296296296297
4,40,factuals_only,contriever,-,20,61,61,0,0.8796296296296297,0.8804123006751774,0.8804123006751774,0.8888815480385248,0.8796296296296297
5,50,factuals_only,contriever,-,20,71,71,0,0.8611111111111112,0.8609465433577578,0.8609465433577577,0.868363871270848,0.8611111111111112
5,50,factuals_only,contriever,-,20,71,71,0,0.8611111111111112,0.8609465433577578,0.8609465433577577,0.868363871270848,0.8611111111111112
6,60,factuals_only,contriever,-,20,81,81,0,0.8981481481481481,0.8987891335717423,0.8987891335717423,0.9035766560874164,0.8981481481481483
6,60,factuals_only,contriever,-,20,81,81,0,0.9074074074074074,0.9081749168705691,0.9081749168705692,0.9130834891236613,0.9074074074074074
7,70,factuals_only,contriever,-,20,91,91,0,0.8981481481481481,0.8981470976478999,0.8981470976479,0.9078257659653008,0.8981481481481483
7,70,factuals_only,contriever,-,20,91,91,0,0.8888888888888888,0.8886777684812825,0.8886777684812825,0.8968712766426901,0.888888888888889
8,80,factuals_only,contriever,-,20,101,101,0,0.8981481481481481,0.8988816738816738,0.898881673881674,0.9109031491384433,0.8981481481481483
8,80,factuals_only,contriever,-,20,101,101,0,0.8981481481481481,0.8988816738816738,0.898881673881674,0.9109031491384433,0.8981481481481483
9,90,factuals_only,contriever,-,20,111,111,0,0.8981481481481481,0.8981470976478999,0.8981470976479,0.9078257659653008,0.8981481481481483
9,90,factuals_only,contriever,-,20,111,111,0,0.8888888888888888,0.8887053087757314,0.8887053087757314,0.9012763098969995,0.8888888888888888
10,100,factuals_only,contriever,-,20,121,121,0,0.8888888888888888,0.8886777684812825,0.8886777684812825,0.8968712766426901,0.888888888888889
10,100,factuals_only,contriever,-,20,121,121,0,0.8888888888888888,0.8886777684812825,0.8886777684812825,0.8968712766426901,0.888888888888889
11,110,factuals_only,contriever,-,20,121,121,0,0.8981481481481481,0.8980248509660275,0.8980248509660274,0.9040032679738562,0.8981481481481483
11,110,factuals_only,contriever,-,20,121,121,0,0.8888888888888888,0.8886777684812825,0.8886777684812825,0.8968712766426901,0.888888888888889
1,10,full,contriever,mixed,20,31,31,0,0.8611111111111112,0.8599296128707893,0.8599296128707893,0.8647875816993466,0.8611111111111112
2,20,full,contriever,mixed,20,43,41,2,0.8796296296296297,0.8799070735164912,0.8799070735164911,0.88678955453149,0.8796296296296297
3,30,full,contriever,mixed,20,54,51,3,0.8981481481481481,0.8985130811217767,0.8985130811217767,0.9029824790226512,0.8981481481481483
4,40,full,contriever,mixed,20,66,61,5,0.8981481481481481,0.8990016519428284,0.8990016519428286,0.9058706816059757,0.8981481481481483
5,50,full,contriever,mixed,20,77,71,6,0.8888888888888888,0.8891352908802487,0.8891352908802487,0.8972647991543341,0.888888888888889
6,60,full,contriever,mixed,20,87,81,6,0.8888888888888888,0.8887053087757314,0.8887053087757314,0.9012763098969995,0.8888888888888888
7,70,full,contriever,mixed,20,98,91,7,0.8796296296296297,0.8791749985509766,0.8791749985509767,0.8949735449735451,0.8796296296296297
8,80,full,contriever,mixed,20,108,101,7,0.8611111111111112,0.8617647058823529,0.8617647058823529,0.8721590909090908,0.8611111111111112
9,90,full,contriever,mixed,20,119,111,8,0.8796296296296297,0.8804123006751774,0.8804123006751774,0.8888815480385248,0.8796296296296297
10,100,full,contriever,mixed,20,130,121,9,0.8981481481481481,0.8987891335717423,0.8987891335717423,0.9035766560874164,0.8981481481481483
11,110,full,contriever,mixed,20,130,121,9,0.8888888888888888,0.8889892715979673,0.8889892715979671,0.8931785574540237,0.8888888888888888
1,10,full,contriever,factual_anchored,20,31,31,0,0.8425925925925926,0.841097730739378,0.8410977307393781,0.849095607235142,0.8425925925925926
2,20,full,contriever,factual_anchored,20,43,41,2,0.8796296296296297,0.8799070735164912,0.8799070735164911,0.88678955453149,0.8796296296296297
3,30,full,contriever,factual_anchored,20,54,51,3,0.9074074074074074,0.9077694235588972,0.9077694235588972,0.9107843137254902,0.9074074074074074
4,40,full,contriever,factual_anchored,20,66,61,5,0.8888888888888888,0.8896321070234113,0.8896321070234114,0.8961038961038961,0.8888888888888888
5,50,full,contriever,factual_anchored,20,77,71,6,0.8981481481481481,0.8986550408092057,0.8986550408092057,0.9070501526896876,0.8981481481481483
6,60,full,contriever,factual_anchored,20,87,81,6,0.8796296296296297,0.8791749985509766,0.8791749985509767,0.8949735449735451,0.8796296296296297
7,70,full,contriever,factual_anchored,20,98,91,7,0.8888888888888888,0.8887053087757314,0.8887053087757314,0.9012763098969995,0.8888888888888888
8,80,full,contriever,factual_anchored,20,108,101,7,0.8703703703703703,0.8705943774229795,0.8705943774229794,0.8832511947431302,0.8703703703703703
9,90,full,contriever,factual_anchored,20,119,111,8,0.8796296296296297,0.8804123006751774,0.8804123006751774,0.8888815480385248,0.8796296296296297
10,100,full,contriever,factual_anchored,20,130,121,9,0.8981481481481481,0.8987891335717423,0.8987891335717423,0.9035766560874164,0.8981481481481483
11,110,full,contriever,factual_anchored,20,130,121,9,0.8888888888888888,0.8889892715979673,0.8889892715979671,0.8931785574540237,0.8888888888888888
1,10,factuals_only,bge_large,-,20,31,31,0,0.9074074074074074,0.9078409513192122,0.9078409513192122,0.9141414141414143,0.9074074074074074
1,10,factuals_only,bge_large,-,20,31,31,0,0.9074074074074074,0.9078409513192122,0.9078409513192122,0.9141414141414143,0.9074074074074074
2,20,factuals_only,bge_large,-,20,41,41,0,0.9074074074074074,0.9075367690094023,0.9075367690094024,0.9173495754891103,0.9074074074074074
2,20,factuals_only,bge_large,-,20,41,41,0,0.9074074074074074,0.9075367690094023,0.9075367690094024,0.9173495754891103,0.9074074074074074
3,30,factuals_only,bge_large,-,20,51,51,0,0.8888888888888888,0.8891750503018109,0.8891750503018109,0.8910148674854557,0.8888888888888888
3,30,factuals_only,bge_large,-,20,51,51,0,0.8981481481481481,0.8986988598256204,0.8986988598256204,0.9008187890540832,0.8981481481481483
4,40,factuals_only,bge_large,-,20,61,61,0,0.8796296296296297,0.8798270552001894,0.8798270552001894,0.8856761954716322,0.8796296296296297
4,40,factuals_only,bge_large,-,20,61,61,0,0.8703703703703703,0.8705174021549889,0.8705174021549889,0.8772657450076805,0.8703703703703703
5,50,factuals_only,bge_large,-,20,71,71,0,0.8796296296296297,0.8798125106834723,0.8798125106834723,0.8881705720547783,0.8796296296296297
5,50,factuals_only,bge_large,-,20,71,71,0,0.8796296296296297,0.8804473304473305,0.8804473304473305,0.8922162804515746,0.8796296296296297
6,60,factuals_only,bge_large,-,20,81,81,0,0.8703703703703703,0.8702887011596628,0.8702887011596628,0.8783666504861509,0.8703703703703703
6,60,factuals_only,bge_large,-,20,81,81,0,0.8703703703703703,0.8702887011596628,0.8702887011596628,0.8783666504861509,0.8703703703703703
7,70,factuals_only,bge_large,-,20,91,91,0,0.8796296296296297,0.8804473304473305,0.8804473304473305,0.8922162804515746,0.8796296296296297
7,70,factuals_only,bge_large,-,20,91,91,0,0.8611111111111112,0.8617647058823529,0.8617647058823529,0.8721590909090908,0.8611111111111112
8,80,factuals_only,bge_large,-,20,101,101,0,0.8796296296296297,0.8792568542568543,0.8792568542568543,0.8899881164587047,0.8796296296296297
8,80,factuals_only,bge_large,-,20,101,101,0,0.8703703703703703,0.8697905400533564,0.8697905400533564,0.8793580971000327,0.8703703703703703
9,90,factuals_only,bge_large,-,20,111,111,0,0.8796296296296297,0.8786564161853875,0.8786564161853875,0.8871908453303803,0.8796296296296297
9,90,factuals_only,bge_large,-,20,111,111,0,0.8796296296296297,0.8786564161853875,0.8786564161853875,0.8871908453303803,0.8796296296296297
10,100,factuals_only,bge_large,-,20,121,121,0,0.9166666666666666,0.9168329255285776,0.9168329255285778,0.9212135704244743,0.9166666666666666
10,100,factuals_only,bge_large,-,20,121,121,0,0.9166666666666666,0.9168329255285776,0.9168329255285778,0.9212135704244743,0.9166666666666666
11,110,factuals_only,bge_large,-,20,121,121,0,0.9166666666666666,0.9168329255285776,0.9168329255285778,0.9212135704244743,0.9166666666666666
11,110,factuals_only,bge_large,-,20,121,121,0,0.9166666666666666,0.9168329255285776,0.9168329255285778,0.9212135704244743,0.9166666666666666
1,10,full,bge_large,mixed,20,31,31,0,0.8981481481481481,0.8986550408092057,0.8986550408092057,0.9070501526896876,0.8981481481481483
2,20,full,bge_large,mixed,20,43,41,2,0.8981481481481481,0.8986550408092057,0.8986550408092057,0.9070501526896876,0.8981481481481483
3,30,full,bge_large,mixed,20,54,51,3,0.8981481481481481,0.8987891335717423,0.8987891335717423,0.9035766560874164,0.8981481481481483
4,40,full,bge_large,mixed,20,66,61,5,0.8703703703703703,0.8697508253063808,0.8697508253063809,0.8833295770415446,0.8703703703703703
5,50,full,bge_large,mixed,20,77,71,6,0.8981481481481481,0.8989617190321416,0.8989617190321416,0.9127705627705627,0.8981481481481483
6,60,full,bge_large,mixed,20,87,81,6,0.8888888888888888,0.8894026245583676,0.8894026245583676,0.9002117953730857,0.888888888888889
7,70,full,bge_large,mixed,20,98,91,7,0.8703703703703703,0.8703084355258269,0.8703084355258268,0.8759018759018758,0.8703703703703703
8,80,full,bge_large,mixed,20,108,101,7,0.8981481481481481,0.8980392156862745,0.8980392156862744,0.9081439393939394,0.8981481481481483
9,90,full,bge_large,mixed,20,119,111,8,0.8981481481481481,0.8981791155704199,0.8981791155704199,0.9040404040404041,0.8981481481481483
10,100,full,bge_large,mixed,20,130,121,9,0.9166666666666666,0.9169709517535605,0.9169709517535604,0.921510658956857,0.9166666666666666
11,110,full,bge_large,mixed,20,130,121,9,0.9074074074074074,0.9074213552258291,0.9074213552258291,0.9122314169570266,0.9074074074074074
1,10,full,bge_large,factual_anchored,20,31,31,0,0.8981481481481481,0.8986550408092057,0.8986550408092057,0.9070501526896876,0.8981481481481483
2,20,full,bge_large,factual_anchored,20,43,41,2,0.8981481481481481,0.8981791155704199,0.8981791155704199,0.9040404040404041,0.8981481481481483
3,30,full,bge_large,factual_anchored,20,54,51,3,0.8888888888888888,0.8896321070234113,0.8896321070234114,0.8961038961038961,0.8888888888888888
4,40,full,bge_large,factual_anchored,20,66,61,5,0.8611111111111112,0.8608225108225108,0.8608225108225107,0.8713012477718359,0.861111111111111
5,50,full,bge_large,factual_anchored,20,77,71,6,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.904040404040404,0.8888888888888888
6,60,full,bge_large,factual_anchored,20,87,81,6,0.8888888888888888,0.8894026245583676,0.8894026245583676,0.9002117953730857,0.888888888888889
7,70,full,bge_large,factual_anchored,20,98,91,7,0.8611111111111112,0.8609064138475904,0.8609064138475904,0.8666549953314658,0.861111111111111
8,80,full,bge_large,factual_anchored,20,108,101,7,0.8981481481481481,0.8980392156862745,0.8980392156862744,0.9081439393939394,0.8981481481481483
9,90,full,bge_large,factual_anchored,20,119,111,8,0.9074074074074074,0.907548660489837,0.9075486604898368,0.9138071895424836,0.9074074074074074
10,100,full,bge_large,factual_anchored,20,130,121,9,0.9259259259259259,0.9260651629072681,0.9260651629072681,0.9289215686274511,0.9259259259259259
11,110,full,bge_large,factual_anchored,20,130,121,9,0.9074074074074074,0.9074213552258291,0.9074213552258291,0.9122314169570266,0.9074074074074074
